Farm_ID,Farm_Location_Lat,Farm_Location_Lon,Farm_Postcode,Farm_Street_Address,Farm_Phone_Number,Subscribed_To_Newsletter,Herd_Size,Farm_Type,Farm_Size_Acres,Biosecurity_Score,Cattle_Movement_In_Last_Year,Proximity_To_Other_Farms_Km,Land_Use_Composition_Woodland_Pct,Animal_ID,Animal_Age_Months,Breed,Sex,Origin_Type,Test_Date,Test_Result,Has_Disease_History_Farm,Avg_Rainfall_3M_Prior_MM,Avg_Temperature_3M_Prior_C,Diseased_Wildlife_Density_Score_Local,Proximity_To_Known_Diseased_Wildlife_Sett_Km,Test_Season
FARM_0185,54.498201,-7.582193,BT16 1UF,25 Bangor Road,028 8837 3749,No,328,Beef,665,2,50,4.7,21,FARM_0185_ANIMAL_202,13,Charolais,Male,Born_On_Farm,15/05/2020,Negative,FALSE,270,9.7,High,1.8,May
FARM_0185,54.498201,-7.582193,BT16 1UF,25 Bangor Road,028 8837 3749,No,328,Beef,665,2,50,4.7,21,FARM_0185_ANIMAL_158,132,Holstein,Male,Purchased_From_Other_Farm,04/06/2020,Negative,FALSE,330,9.2,High,1.8,June
FARM_0185,54.498201,-7.582193,BT16 1UF,25 Bangor Road,028 8837 3749,No,328,Beef,665,2,50,4.7,21,FARM_0185_ANIMAL_046,108,Hereford,Female,Born_On_Farm,25/09/2020,Negative,FALSE,256,10.6,High,1.8,September
FARM_0185,54.498201,-7.582193,BT16 1UF,25 Bangor Road,028 8837 3749,No,328,Beef,665,2,50,4.7,21,FARM_0185_ANIMAL_183,160,Jersey,Male,Born_On_Farm,16/09/2021,Negative,FALSE,323,12.5,High,1.8,September
FARM_0185,54.498201,-7.582193,BT16 1UF,25 Bangor Road,028 8837 3749,No,328,Beef,665,2,50,4.7,21,FARM_0185_ANIMAL_139,64,Angus,Female,Born_On_Farm,04/09/2020,Negative,FALSE,260,12.6,High,1.8,September
FARM_0185,54.498201,-7.582193,BT16 1UF,25 Bangor Road,028 8837 3749,No,328,Beef,665,2,50,4.7,21,FARM_0185_ANIMAL_211,90,Hereford,Male,Born_On_Farm,20/03/2020,Negative,FALSE,193,7,High,1.8,March
FARM_0185,54.498201,-7.582193,BT16 1UF,25 Bangor Road,028 8837 3749,No,328,Beef,665,2,50,4.7,21,FARM_0185_ANIMAL_089,162,Limousin,Male,Born_On_Farm,30/05/2022,Negative,FALSE,374,10.6,High,1.8,May
FARM_0185,54.498201,-7.582193,BT16 1UF,25 Bangor Road,028 8837 3749,No,328,Beef,665,2,50,4.7,21,FARM_0185_ANIMAL_011,109,Angus,Male,Born_On_Farm,18/10/2022,Negative,FALSE,130,14.6,High,1.8,October
FARM_0185,54.498201,-7.582193,BT16 1UF,25 Bangor Road,028 8837 3749,No,328,Beef,665,2,50,4.7,21,FARM_0185_ANIMAL_299,159,Holstein,Male,Born_On_Farm,24/04/2021,Negative,FALSE,213,6.3,High,1.8,April
FARM_0185,54.498201,-7.582193,BT16 1UF,25 Bangor Road,028 8837 3749,No,328,Beef,665,2,50,4.7,21,FARM_0185_ANIMAL_091,66,Angus,Male,Purchased_From_Other_Farm,13/08/2021,Negative,FALSE,290,17.7,High,1.8,August
FARM_0186,54.924765,-7.012418,BT41 1GX,52 Lisburn Road,,No,239,Mixed,611,4,71,7.4,13,FARM_0186_ANIMAL_098,120,Charolais,Female,Born_On_Farm,23/11/2020,Negative,TRUE,356,17.2,Medium,115.5,November
FARM_0186,54.924765,-7.012418,BT41 1GX,52 Lisburn Road,,No,239,Mixed,611,4,71,7.4,13,FARM_0186_ANIMAL_101,165,Jersey,Female,Born_On_Farm,17/07/2021,Negative,TRUE,259,15.7,Medium,115.5,July
FARM_0186,54.924765,-7.012418,BT41 1GX,52 Lisburn Road,,No,239,Mixed,611,4,71,7.4,13,FARM_0186_ANIMAL_066,120,Jersey,Female,Purchased_From_Other_Farm,23/11/2022,Negative,TRUE,156,8.8,Medium,115.5,November
FARM_0186,54.924765,-7.012418,BT41 1GX,52 Lisburn Road,,No,239,Mixed,611,4,71,7.4,13,FARM_0186_ANIMAL_035,49,Holstein,Male,Purchased_From_Other_Farm,14/08/2021,Negative,TRUE,228,10.6,Medium,115.5,August
FARM_0186,54.924765,-7.012418,BT41 1GX,52 Lisburn Road,,No,239,Mixed,611,4,71,7.4,13,FARM_0186_ANIMAL_100,22,Jersey,Female,Born_On_Farm,04/09/2022,Negative,TRUE,325,12.7,Medium,115.5,September
FARM_0186,54.924765,-7.012418,BT41 1GX,52 Lisburn Road,,No,239,Mixed,611,4,71,7.4,13,FARM_0186_ANIMAL_158,155,Holstein,Male,Born_On_Farm,01/09/2021,Negative,TRUE,203,14.7,Medium,115.5,September
FARM_0186,54.924765,-7.012418,BT41 1GX,52 Lisburn Road,,No,239,Mixed,611,4,71,7.4,13,FARM_0186_ANIMAL_188,116,Holstein,Male,Born_On_Farm,21/02/2020,Negative,TRUE,155,15.9,Medium,115.5,February
FARM_0186,54.924765,-7.012418,BT41 1GX,52 Lisburn Road,,No,239,Mixed,611,4,71,7.4,13,FARM_0186_ANIMAL_023,164,Charolais,Male,Purchased_From_Other_Farm,13/07/2021,Negative,TRUE,174,15.6,Medium,115.5,July
FARM_0186,54.924765,-7.012418,BT41 1GX,52 Lisburn Road,,No,239,Mixed,611,4,71,7.4,13,FARM_0186_ANIMAL_187,85,Jersey,Female,Born_On_Farm,18/12/2020,Positive,TRUE,112,16.9,Medium,115.5,December
FARM_0186,54.924765,-7.012418,BT41 1GX,52 Lisburn Road,,No,239,Mixed,611,4,71,7.4,13,FARM_0186_ANIMAL_050,37,Angus,Male,Purchased_From_Other_Farm,02/06/2020,Negative,TRUE,232,6.7,Medium,115.5,June
FARM_0187,54.498514,-6.091996,BT50 5KM,80 Omagh Road,028 7978 2784,No,231,Mixed,908,3,24,11,2,FARM_0187_ANIMAL_054,148,Charolais,Male,Born_On_Farm,27/02/2021,Negative,TRUE,146,15.6,Low,27.8,February
FARM_0187,54.498514,-6.091996,BT50 5KM,80 Omagh Road,028 7978 2784,No,231,Mixed,908,3,24,11,2,FARM_0187_ANIMAL_109,149,Jersey,Female,Born_On_Farm,21/03/2022,Negative,TRUE,375,12.1,Low,27.8,March
FARM_0187,54.498514,-6.091996,BT50 5KM,80 Omagh Road,028 7978 2784,No,231,Mixed,908,3,24,11,2,FARM_0187_ANIMAL_026,27,Holstein,Female,Purchased_From_Other_Farm,12/01/2021,Negative,TRUE,229,17.7,Low,27.8,January
FARM_0187,54.498514,-6.091996,BT50 5KM,80 Omagh Road,028 7978 2784,No,231,Mixed,908,3,24,11,2,FARM_0187_ANIMAL_048,118,Limousin,Male,Born_On_Farm,22/10/2020,Negative,TRUE,306,9,Low,27.8,October
FARM_0187,54.498514,-6.091996,BT50 5KM,80 Omagh Road,028 7978 2784,No,231,Mixed,908,3,24,11,2,FARM_0187_ANIMAL_174,13,Jersey,Male,Born_On_Farm,24/07/2020,Negative,TRUE,216,7.5,Low,27.8,July
FARM_0187,54.498514,-6.091996,BT50 5KM,80 Omagh Road,028 7978 2784,No,231,Mixed,908,3,24,11,2,FARM_0187_ANIMAL_165,27,Limousin,Male,Born_On_Farm,17/10/2022,Negative,TRUE,128,11.5,Low,27.8,October
FARM_0187,54.498514,-6.091996,BT50 5KM,80 Omagh Road,028 7978 2784,No,231,Mixed,908,3,24,11,2,FARM_0187_ANIMAL_185,134,Limousin,Female,Born_On_Farm,20/11/2021,Negative,TRUE,230,10.2,Low,27.8,November
FARM_0187,54.498514,-6.091996,BT50 5KM,80 Omagh Road,028 7978 2784,No,231,Mixed,908,3,24,11,2,FARM_0187_ANIMAL_184,32,Limousin,Female,Born_On_Farm,23/11/2021,Negative,TRUE,356,7,Low,27.8,November
FARM_0187,54.498514,-6.091996,BT50 5KM,80 Omagh Road,028 7978 2784,No,231,Mixed,908,3,24,11,2,FARM_0187_ANIMAL_040,15,Holstein,Male,Born_On_Farm,23/04/2022,Negative,TRUE,251,8.4,Low,27.8,April
FARM_0187,54.498514,-6.091996,BT50 5KM,80 Omagh Road,028 7978 2784,No,231,Mixed,908,3,24,11,2,FARM_0187_ANIMAL_047,96,Holstein,Male,Purchased_From_Other_Farm,26/08/2021,Negative,TRUE,134,12.6,Low,27.8,August
FARM_0188,54.17662,-6.146808,BT10 5QO,,028 3482 7386,No,91,Beef,204,2,85,9.7,3,FARM_0188_ANIMAL_079,103,Charolais,Female,Born_On_Farm,26/07/2021,Negative,FALSE,253,6.6,Medium,84.6,July
FARM_0188,54.17662,-6.146808,BT10 5QO,,028 3482 7386,No,91,Beef,204,2,85,9.7,3,FARM_0188_ANIMAL_027,143,Hereford,Female,Born_On_Farm,14/09/2020,Negative,FALSE,391,17.2,Medium,84.6,September
FARM_0188,54.17662,-6.146808,BT10 5QO,,028 3482 7386,No,91,Beef,204,2,85,9.7,3,FARM_0188_ANIMAL_056,156,Jersey,Male,Born_On_Farm,07/04/2020,Negative,FALSE,193,15.1,Medium,84.6,April
FARM_0188,54.17662,-6.146808,BT10 5QO,,028 3482 7386,No,91,Beef,204,2,85,9.7,3,FARM_0188_ANIMAL_027,98,Hereford,Female,Purchased_From_Other_Farm,10/02/2020,Negative,FALSE,391,4.1,Medium,84.6,February
FARM_0188,54.17662,-6.146808,BT10 5QO,,028 3482 7386,No,91,Beef,204,2,85,9.7,3,FARM_0188_ANIMAL_017,120,Charolais,Female,Born_On_Farm,09/10/2021,Negative,FALSE,385,11.8,Medium,84.6,October
FARM_0188,54.17662,-6.146808,BT10 5QO,,028 3482 7386,No,91,Beef,204,2,85,9.7,3,FARM_0188_ANIMAL_041,123,Jersey,Female,Born_On_Farm,28/06/2020,Negative,FALSE,377,16.8,Medium,84.6,June
FARM_0188,54.17662,-6.146808,BT10 5QO,,028 3482 7386,No,91,Beef,204,2,85,9.7,3,FARM_0188_ANIMAL_034,23,Limousin,Male,Born_On_Farm,07/12/2022,Negative,FALSE,328,10.6,Medium,84.6,December
FARM_0188,54.17662,-6.146808,BT10 5QO,,028 3482 7386,No,91,Beef,204,2,85,9.7,3,FARM_0188_ANIMAL_017,96,Jersey,Male,Purchased_From_Other_Farm,01/10/2021,Negative,FALSE,317,5,Medium,84.6,October
FARM_0188,54.17662,-6.146808,BT10 5QO,,028 3482 7386,No,91,Beef,204,2,85,9.7,3,FARM_0188_ANIMAL_076,47,Limousin,Female,Born_On_Farm,13/04/2021,Negative,FALSE,106,11.9,Medium,84.6,April
FARM_0188,54.17662,-6.146808,BT10 5QO,,028 3482 7386,No,91,Beef,204,2,85,9.7,3,FARM_0188_ANIMAL_044,26,Angus,Male,Born_On_Farm,05/05/2021,Negative,FALSE,281,7.8,Medium,84.6,May
FARM_0189,54.52181264952734,-7.527766817,BT9 7EK,134 Newry Road,,No,397,Beef,348,3,61,3.4,18,FARM_0189_ANIMAL_001,98,Angus,Female,Purchased_From_Other_Farm,04/09/2020,Negative,FALSE,202,15.3,High,6.8,September
FARM_0189,54.52181264952734,-7.527766817,BT9 7EK,134 Newry Road,,No,397,Beef,348,3,61,3.4,18,FARM_0189_ANIMAL_318,19,Jersey,Male,Born_On_Farm,16/07/2022,Negative,FALSE,207,12.8,High,6.8,July
FARM_0189,54.52181264952734,-7.527766817,BT9 7EK,134 Newry Road,,No,397,Beef,348,3,61,3.4,18,FARM_0189_ANIMAL_368,67,Limousin,Male,Born_On_Farm,01/06/2020,Negative,FALSE,399,15.7,High,6.8,June
FARM_0189,54.52181264952734,-7.527766817,BT9 7EK,134 Newry Road,,No,397,Beef,348,3,61,3.4,18,FARM_0189_ANIMAL_292,173,Jersey,Male,Born_On_Farm,04/12/2020,Negative,FALSE,180,4.3,High,6.8,December
FARM_0189,54.52181264952734,-7.527766817,BT9 7EK,134 Newry Road,,No,397,Beef,348,3,61,3.4,18,FARM_0189_ANIMAL_189,120,Holstein,Female,Born_On_Farm,05/09/2021,Negative,FALSE,183,12.4,High,6.8,September
FARM_0189,54.52181264952734,-7.527766817,BT9 7EK,134 Newry Road,,No,397,Beef,348,3,61,3.4,18,FARM_0189_ANIMAL_025,140,Angus,Male,Born_On_Farm,30/07/2021,Negative,FALSE,373,13.6,High,6.8,July
FARM_0189,54.52181264952734,-7.527766817,BT9 7EK,134 Newry Road,,No,397,Beef,348,3,61,3.4,18,FARM_0189_ANIMAL_117,175,Hereford,Female,Born_On_Farm,26/08/2020,Negative,FALSE,319,12.7,High,6.8,August
FARM_0189,54.52181264952734,-7.527766817,BT9 7EK,134 Newry Road,,No,397,Beef,348,3,61,3.4,18,FARM_0189_ANIMAL_015,24,Angus,Female,Purchased_From_Other_Farm,15/12/2021,Negative,FALSE,229,4.8,High,6.8,December
FARM_0189,54.52181264952734,-7.527766817,BT9 7EK,134 Newry Road,,No,397,Beef,348,3,61,3.4,18,FARM_0189_ANIMAL_010,119,Holstein,Male,Purchased_From_Other_Farm,13/05/2022,Negative,FALSE,224,9.3,High,6.8,May
FARM_0189,54.52181264952734,-7.527766817,BT9 7EK,134 Newry Road,,No,397,Beef,348,3,61,3.4,18,FARM_0189_ANIMAL_011,65,Angus,Male,Born_On_Farm,15/08/2022,Positive,FALSE,205,12.4,High,6.8,August
FARM_0190,54.444368,-5.994348,BT11 7EL,79 Willow Grove,028 3943 3143,No,355,Beef,903,3,150,2.9,19,FARM_0190_ANIMAL_297,48,Jersey,Female,Purchased_From_Other_Farm,11/12/2021,Negative,TRUE,380,15.2,High,5.2,December
FARM_0190,54.444368,-5.994348,BT11 7EL,79 Willow Grove,028 3943 3143,No,355,Beef,903,3,150,2.9,19,FARM_0190_ANIMAL_294,62,Charolais,Female,Purchased_From_Other_Farm,29/08/2021,Negative,TRUE,365,14,High,5.2,August
FARM_0190,54.444368,-5.994348,BT11 7EL,79 Willow Grove,028 3943 3143,No,355,Beef,903,3,150,2.9,19,FARM_0190_ANIMAL_237,107,Jersey,Male,Born_On_Farm,10/03/2022,Negative,TRUE,215,9.7,High,5.2,March
FARM_0190,54.444368,-5.994348,BT11 7EL,79 Willow Grove,028 3943 3143,No,355,Beef,903,3,150,2.9,19,FARM_0190_ANIMAL_322,15,Charolais,Female,Born_On_Farm,06/11/2021,Negative,TRUE,370,5.3,High,5.2,November
FARM_0190,54.444368,-5.994348,BT11 7EL,79 Willow Grove,028 3943 3143,No,355,Beef,903,3,150,2.9,19,FARM_0190_ANIMAL_163,95,Holstein,Female,Born_On_Farm,29/08/2020,Negative,TRUE,315,16.8,High,5.2,August
FARM_0190,54.444368,-5.994348,BT11 7EL,79 Willow Grove,028 3943 3143,No,355,Beef,903,3,150,2.9,19,FARM_0190_ANIMAL_211,102,Jersey,Female,Purchased_From_Other_Farm,09/07/2021,Negative,TRUE,330,10.9,High,5.2,July
FARM_0190,54.444368,-5.994348,BT11 7EL,79 Willow Grove,028 3943 3143,No,355,Beef,903,3,150,2.9,19,FARM_0190_ANIMAL_015,52,Jersey,Male,Born_On_Farm,13/05/2022,Negative,TRUE,237,4.6,High,5.2,May
FARM_0190,54.444368,-5.994348,BT11 7EL,79 Willow Grove,028 3943 3143,No,355,Beef,903,3,150,2.9,19,FARM_0190_ANIMAL_128,29,Holstein,Male,Born_On_Farm,24/10/2021,Negative,TRUE,280,14,High,5.2,October
FARM_0190,54.444368,-5.994348,BT11 7EL,79 Willow Grove,028 3943 3143,No,355,Beef,903,3,150,2.9,19,FARM_0190_ANIMAL_134,176,Jersey,Male,Born_On_Farm,25/11/2020,Negative,TRUE,158,10.6,High,5.2,November
FARM_0190,54.444368,-5.994348,BT11 7EL,79 Willow Grove,028 3943 3143,No,355,Beef,903,3,150,2.9,19,FARM_0190_ANIMAL_183,166,Charolais,Male,Purchased_From_Other_Farm,03/02/2021,Positive,TRUE,192,8.9,High,5.2,February
FARM_0191,54.66053186835301,-7.310345509,BT12 6XG,136 Station Road,028 8222 5768,No,371,Mixed,294,1,105,4.5,22,FARM_0191_ANIMAL_321,46,Charolais,Male,Born_On_Farm,04/10/2020,Negative,FALSE,222,17.8,High,5.8,October
FARM_0191,54.66053186835301,-7.310345509,BT12 6XG,136 Station Road,028 8222 5768,No,371,Mixed,294,1,105,4.5,22,FARM_0191_ANIMAL_200,168,Charolais,Female,Born_On_Farm,06/08/2021,Positive,FALSE,366,15.9,High,5.8,August
FARM_0191,54.66053186835301,-7.310345509,BT12 6XG,136 Station Road,028 8222 5768,No,371,Mixed,294,1,105,4.5,22,FARM_0191_ANIMAL_152,94,Limousin,Female,Born_On_Farm,04/07/2022,Negative,FALSE,132,17.9,High,5.8,July
FARM_0191,54.66053186835301,-7.310345509,BT12 6XG,136 Station Road,028 8222 5768,No,371,Mixed,294,1,105,4.5,22,FARM_0191_ANIMAL_108,126,Limousin,Male,Born_On_Farm,10/07/2022,Negative,FALSE,293,7.6,High,5.8,July
FARM_0191,54.66053186835301,-7.310345509,BT12 6XG,136 Station Road,028 8222 5768,No,371,Mixed,294,1,105,4.5,22,FARM_0191_ANIMAL_020,109,Angus,Female,Born_On_Farm,24/06/2020,Negative,FALSE,118,11.3,High,5.8,June
FARM_0191,54.66053186835301,-7.310345509,BT12 6XG,136 Station Road,028 8222 5768,No,371,Mixed,294,1,105,4.5,22,FARM_0191_ANIMAL_191,116,Holstein,Male,Purchased_From_Other_Farm,26/02/2021,Positive,FALSE,147,6.9,High,5.8,February
FARM_0191,54.66053186835301,-7.310345509,BT12 6XG,136 Station Road,028 8222 5768,No,371,Mixed,294,1,105,4.5,22,FARM_0191_ANIMAL_354,165,Holstein,Male,Born_On_Farm,05/08/2022,Negative,FALSE,372,5.4,High,5.8,August
FARM_0191,54.66053186835301,-7.310345509,BT12 6XG,136 Station Road,028 8222 5768,No,371,Mixed,294,1,105,4.5,22,FARM_0191_ANIMAL_006,141,Charolais,Female,Born_On_Farm,15/04/2020,Negative,FALSE,227,11.3,High,5.8,April
FARM_0191,54.66053186835301,-7.310345509,BT12 6XG,136 Station Road,028 8222 5768,No,371,Mixed,294,1,105,4.5,22,FARM_0191_ANIMAL_199,48,Charolais,Female,Born_On_Farm,08/01/2021,Negative,FALSE,248,9.5,High,5.8,January
FARM_0191,54.66053186835301,-7.310345509,BT12 6XG,136 Station Road,028 8222 5768,No,371,Mixed,294,1,105,4.5,22,FARM_0191_ANIMAL_125,102,Holstein,Female,Born_On_Farm,15/07/2020,Negative,FALSE,390,13.1,High,5.8,July
FARM_0192,54.63022846,-7.531619839,BT43 9SO,98 Riverside Drive,028 8159 7929,,476,Mixed,548,1,84,4.7,14,FARM_0192_ANIMAL_185,176,Holstein,Male,Born_On_Farm,05/05/2021,Negative,FALSE,340,4.2,High,1.2,May
FARM_0192,54.63022846,-7.531619839,BT43 9SO,98 Riverside Drive,028 8159 7929,,476,Mixed,548,1,84,4.7,14,FARM_0192_ANIMAL_131,101,Holstein,Male,Purchased_From_Other_Farm,23/12/2020,Positive,FALSE,336,13,High,1.2,December
FARM_0192,54.63022846,-7.531619839,BT43 9SO,98 Riverside Drive,028 8159 7929,,476,Mixed,548,1,84,4.7,14,FARM_0192_ANIMAL_052,94,Hereford,Male,Purchased_From_Other_Farm,28/11/2021,Negative,FALSE,237,10.9,High,1.2,November
FARM_0192,54.63022846,-7.531619839,BT43 9SO,98 Riverside Drive,028 8159 7929,,476,Mixed,548,1,84,4.7,14,FARM_0192_ANIMAL_387,101,Charolais,Female,Born_On_Farm,21/10/2020,Positive,FALSE,112,14.6,High,1.2,October
FARM_0192,54.63022846,-7.531619839,BT43 9SO,98 Riverside Drive,028 8159 7929,,476,Mixed,548,1,84,4.7,14,FARM_0192_ANIMAL_278,121,Hereford,Female,Born_On_Farm,18/07/2021,Positive,FALSE,239,7,High,1.2,July
FARM_0192,54.63022846,-7.531619839,BT43 9SO,98 Riverside Drive,028 8159 7929,,476,Mixed,548,1,84,4.7,14,FARM_0192_ANIMAL_449,57,Hereford,Male,Born_On_Farm,07/07/2020,Positive,FALSE,102,6.2,High,1.2,July
FARM_0192,54.63022846,-7.531619839,BT43 9SO,98 Riverside Drive,028 8159 7929,,476,Mixed,548,1,84,4.7,14,FARM_0192_ANIMAL_047,89,Holstein,Male,Born_On_Farm,19/02/2020,Negative,FALSE,394,7.5,High,1.2,February
FARM_0192,54.63022846,-7.531619839,BT43 9SO,98 Riverside Drive,028 8159 7929,,476,Mixed,548,1,84,4.7,14,FARM_0192_ANIMAL_134,180,Charolais,Male,Born_On_Farm,28/06/2020,Negative,FALSE,342,16.3,High,1.2,June
FARM_0192,54.63022846,-7.531619839,BT43 9SO,98 Riverside Drive,028 8159 7929,,476,Mixed,548,1,84,4.7,14,FARM_0192_ANIMAL_197,166,Holstein,Female,Purchased_From_Other_Farm,07/06/2021,Positive,FALSE,303,5.1,High,1.2,June
FARM_0192,54.63022846,-7.531619839,BT43 9SO,98 Riverside Drive,028 8159 7929,,476,Mixed,548,1,84,4.7,14,FARM_0192_ANIMAL_253,64,Limousin,Male,Born_On_Farm,04/07/2020,Negative,FALSE,267,7.7,High,1.2,July
FARM_0193,54.838195,-6.972515,BT27 5GN,82 Castle Street,028 7513 4671,No,82,Mixed,376,3,42,6.8,4,FARM_0193_ANIMAL_052,130,Charolais,Female,Born_On_Farm,06/08/2022,Negative,FALSE,336,9.6,Low,90.8,August
FARM_0193,54.838195,-6.972515,BT27 5GN,82 Castle Street,028 7513 4671,No,82,Mixed,376,3,42,6.8,4,FARM_0193_ANIMAL_041,156,Angus,Female,Born_On_Farm,30/09/2021,Negative,FALSE,137,15.4,Low,90.8,September
FARM_0193,54.838195,-6.972515,BT27 5GN,82 Castle Street,028 7513 4671,No,82,Mixed,376,3,42,6.8,4,FARM_0193_ANIMAL_002,17,Charolais,Female,Purchased_From_Other_Farm,21/12/2022,Negative,FALSE,283,10.2,Low,90.8,December
FARM_0193,54.838195,-6.972515,BT27 5GN,82 Castle Street,028 7513 4671,No,82,Mixed,376,3,42,6.8,4,FARM_0193_ANIMAL_013,121,Angus,Female,Purchased_From_Other_Farm,05/12/2020,Negative,FALSE,277,11.6,Low,90.8,December
FARM_0193,54.838195,-6.972515,BT27 5GN,82 Castle Street,028 7513 4671,No,82,Mixed,376,3,42,6.8,4,FARM_0193_ANIMAL_065,92,Limousin,Male,Purchased_From_Other_Farm,10/06/2021,Negative,FALSE,353,15.9,Low,90.8,June
FARM_0193,54.838195,-6.972515,BT27 5GN,82 Castle Street,028 7513 4671,No,82,Mixed,376,3,42,6.8,4,FARM_0193_ANIMAL_081,57,Jersey,Male,Born_On_Farm,29/05/2022,Negative,FALSE,300,12.2,Low,90.8,May
FARM_0193,54.838195,-6.972515,BT27 5GN,82 Castle Street,028 7513 4671,No,82,Mixed,376,3,42,6.8,4,FARM_0193_ANIMAL_075,63,Hereford,Female,Purchased_From_Other_Farm,01/08/2021,Negative,FALSE,183,16.8,Low,90.8,August
FARM_0193,54.838195,-6.972515,BT27 5GN,82 Castle Street,028 7513 4671,No,82,Mixed,376,3,42,6.8,4,FARM_0193_ANIMAL_014,15,Jersey,Female,Born_On_Farm,22/06/2020,Negative,FALSE,232,13.5,Low,90.8,June
FARM_0193,54.838195,-6.972515,BT27 5GN,82 Castle Street,028 7513 4671,No,82,Mixed,376,3,42,6.8,4,FARM_0193_ANIMAL_044,55,Jersey,Female,Born_On_Farm,15/08/2021,Negative,FALSE,234,9.7,Low,90.8,August
FARM_0193,54.838195,-6.972515,BT27 5GN,82 Castle Street,028 7513 4671,No,82,Mixed,376,3,42,6.8,4,FARM_0193_ANIMAL_036,68,Angus,Female,Purchased_From_Other_Farm,19/07/2021,Negative,FALSE,309,6.8,Low,90.8,July
FARM_0194,54.37838494397316,-5.740525112,BT11 4XR,77 Bridge Street,028 6594 9544,No,141,Dairy,925,2,78,2.3,25,FARM_0194_ANIMAL_015,46,Charolais,Female,Purchased_From_Other_Farm,23/05/2020,Positive,TRUE,330,6.6,High,3,May
FARM_0194,54.37838494397316,-5.740525112,BT11 4XR,77 Bridge Street,028 6594 9544,No,141,Dairy,925,2,78,2.3,25,FARM_0194_ANIMAL_130,120,Angus,Male,Born_On_Farm,12/08/2021,Negative,TRUE,158,6.2,High,3,August
FARM_0194,54.37838494397316,-5.740525112,BT11 4XR,77 Bridge Street,028 6594 9544,No,141,Dairy,925,2,78,2.3,25,FARM_0194_ANIMAL_003,70,Charolais,Female,Purchased_From_Other_Farm,09/12/2021,Negative,TRUE,301,13.1,High,3,December
FARM_0194,54.37838494397316,-5.740525112,BT11 4XR,77 Bridge Street,028 6594 9544,No,141,Dairy,925,2,78,2.3,25,FARM_0194_ANIMAL_048,154,Charolais,Female,Born_On_Farm,21/08/2021,Positive,TRUE,116,14.5,High,3,August
FARM_0194,54.37838494397316,-5.740525112,BT11 4XR,77 Bridge Street,028 6594 9544,No,141,Dairy,925,2,78,2.3,25,FARM_0194_ANIMAL_104,137,Holstein,Female,Purchased_From_Other_Farm,29/05/2022,Negative,TRUE,252,11.4,High,3,May
FARM_0194,54.37838494397316,-5.740525112,BT11 4XR,77 Bridge Street,028 6594 9544,No,141,Dairy,925,2,78,2.3,25,FARM_0194_ANIMAL_062,134,Hereford,Male,Purchased_From_Other_Farm,18/08/2022,Negative,TRUE,216,17,High,3,August
FARM_0194,54.37838494397316,-5.740525112,BT11 4XR,77 Bridge Street,028 6594 9544,No,141,Dairy,925,2,78,2.3,25,FARM_0194_ANIMAL_094,170,Hereford,Male,Born_On_Farm,11/05/2021,Negative,TRUE,309,10,High,3,May
FARM_0194,54.37838494397316,-5.740525112,BT11 4XR,77 Bridge Street,028 6594 9544,No,141,Dairy,925,2,78,2.3,25,FARM_0194_ANIMAL_037,179,Hereford,Male,Born_On_Farm,27/09/2021,Negative,TRUE,304,8.3,High,3,September
FARM_0194,54.37838494397316,-5.740525112,BT11 4XR,77 Bridge Street,028 6594 9544,No,141,Dairy,925,2,78,2.3,25,FARM_0194_ANIMAL_034,117,Jersey,Male,Purchased_From_Other_Farm,25/09/2020,Positive,TRUE,258,17.8,High,3,September
FARM_0194,54.37838494397316,-5.740525112,BT11 4XR,77 Bridge Street,028 6594 9544,No,141,Dairy,925,2,78,2.3,25,FARM_0194_ANIMAL_135,64,Holstein,Male,Purchased_From_Other_Farm,03/11/2020,Negative,TRUE,279,15.2,High,3,November
FARM_0195,54.379958,-6.962589,BT11 3LP,146 Park Road,,No,234,Dairy,552,3,91,3.4,18,FARM_0195_ANIMAL_159,50,Hereford,Female,Born_On_Farm,08/08/2020,Negative,FALSE,349,11.4,Low,105.5,August
FARM_0195,54.379958,-6.962589,BT11 3LP,146 Park Road,,No,234,Dairy,552,3,91,3.4,18,FARM_0195_ANIMAL_094,97,Holstein,Male,Born_On_Farm,28/11/2020,Negative,FALSE,259,7.2,Low,105.5,November
FARM_0195,54.379958,-6.962589,BT11 3LP,146 Park Road,,No,234,Dairy,552,3,91,3.4,18,FARM_0195_ANIMAL_217,14,Hereford,Female,Purchased_From_Other_Farm,16/09/2022,Positive,FALSE,306,11.9,Low,105.5,September
FARM_0195,54.379958,-6.962589,BT11 3LP,146 Park Road,,No,234,Dairy,552,3,91,3.4,18,FARM_0195_ANIMAL_228,88,Limousin,Male,Purchased_From_Other_Farm,08/04/2022,Negative,FALSE,141,6.2,Low,105.5,April
FARM_0195,54.379958,-6.962589,BT11 3LP,146 Park Road,,No,234,Dairy,552,3,91,3.4,18,FARM_0195_ANIMAL_135,147,Holstein,Male,Purchased_From_Other_Farm,21/06/2021,Negative,FALSE,130,11.4,Low,105.5,June
FARM_0195,54.379958,-6.962589,BT11 3LP,146 Park Road,,No,234,Dairy,552,3,91,3.4,18,FARM_0195_ANIMAL_118,95,Holstein,Male,Purchased_From_Other_Farm,05/05/2022,Negative,FALSE,208,9.6,Low,105.5,May
